date,site,block,plot,cage_ID,Species,Tick_ID,death_t_f,Experiment ,
8/5/2018,Arid,1,total,A1O3,DEVA,117,1,1,
8/5/2018,Arid,1,total,A1O3,DEVA,118,1,1,
8/5/2018,Arid,1,total,A1O3,DEVA,119,1,1,
8/5/2018,Arid,1,total,A1O3,DEVA,120,1,1,
8/5/2018,Arid,2,total,A2O1,DEVA,121,0,1,
8/5/2018,Arid,2,total,A2O1,DEVA,122,0,1,
8/5/2018,Arid,2,total,A2O1,DEVA,123,0,1,
8/5/2018,Arid,2,total,A2O1,DEVA,124,0,1,
8/5/2018,Arid,2,total,A2O1,DEVA,125,0,1,
8/5/2018,Arid,2,total,A2O1,DEVA,126,0,1,
8/5/2018,Arid,2,total,A2O1,DEVA,127,0,1,
8/5/2018,Arid,2,total,A2O1,DEVA,128,0,1,
8/5/2018,Arid,2,total,A2O1,DEVA,129,0,1,
8/5/2018,Arid,2,total,A2O1,DEVA,130,0,1,
8/5/2018,Arid,2,total,A2O1,DEVA,131,0,1,
8/5/2018,Arid,2,total,A2O1,DEVA,132,0,1,
8/5/2018,Arid,2,total,A2O1,DEVA,133,0,1,
8/5/2018,Arid,2,total,A2O1,DEVA,134,0,1,
8/5/2018,Arid,2,total,A2O1,DEVA,135,0,1,
8/5/2018,Arid,2,total,A2O1,DEVA,136,0,1,
8/5/2018,Arid,2,total,A2O1,DEVA,137,0,1,
8/5/2018,Arid,2,total,A2O1,DEVA,138,0,1,
8/5/2018,Arid,2,total,A2O1,DEVA,139,1,1,
8/5/2018,Arid,2,total,A2O1,DEVA,140,1,1,
8/5/2018,Arid,2,total,A2O1,DEVA,141,1,1,
8/5/2018,Arid,2,total,A2O1,DEVA,142,1,1,
8/5/2018,Arid,2,total,A2O1,DEVA,143,1,1,
8/5/2018,Arid,2,total,A2O1,DEVA,144,1,1,
8/5/2018,Arid,2,total,A2O1,DEVA,145,1,1,
8/5/2018,Arid,2,total,A2O1,DEVA,146,1,1,
8/5/2018,Arid,2,total,A2O1,DEVA,147,1,1,
8/5/2018,Arid,2,total,A2O1,DEVA,148,1,1,
8/5/2018,Arid,2,total,A2O1,DEVA,149,1,1,
8/5/2018,Arid,2,total,A2O1,DEVA,150,1,1,
8/5/2018,Arid,2,total,A2O1,DEVA,151,1,1,
8/5/2018,Arid,2,total,A2O1,DEVA,152,1,1,
8/5/2018,Arid,2,total,A2O1,DEVA,153,1,1,
8/5/2018,Arid,2,total,A2O1,DEVA,154,1,1,
8/5/2018,Arid,2,total,A2O1,DEVA,155,1,1,
8/5/2018,Arid,2,total,A2O1,DEVA,156,1,1,
8/5/2018,Arid,2,total,A2O1,DEVA,157,1,1,
8/5/2018,Arid,2,total,A2O1,DEVA,158,1,1,
8/5/2018,Arid,2,total,A2O1,DEVA,159,1,1,
8/5/2018,Arid,2,total,A2O1,DEVA,160,1,1,
8/5/2018,Arid,2,total,A2O2,DEVA,161,0,1,
8/5/2018,Arid,2,total,A2O2,DEVA,162,0,1,
8/5/2018,Arid,2,total,A2O2,DEVA,163,0,1,
8/5/2018,Arid,2,total,A2O2,DEVA,164,0,1,
8/5/2018,Arid,2,total,A2O2,DEVA,165,0,1,
8/5/2018,Arid,2,total,A2O2,DEVA,166,0,1,
8/5/2018,Arid,2,total,A2O2,DEVA,167,0,1,
8/5/2018,Arid,2,total,A2O2,DEVA,168,0,1,
8/5/2018,Arid,2,total,A2O2,DEVA,169,0,1,
8/5/2018,Arid,2,total,A2O2,DEVA,170,0,1,
8/5/2018,Arid,2,total,A2O2,DEVA,171,0,1,
8/5/2018,Arid,2,total,A2O2,DEVA,172,0,1,
8/5/2018,Arid,2,total,A2O2,DEVA,173,0,1,
8/5/2018,Arid,2,total,A2O2,DEVA,174,0,1,
8/5/2018,Arid,2,total,A2O2,DEVA,175,1,1,
8/5/2018,Arid,2,total,A2O2,DEVA,176,1,1,
8/5/2018,Arid,2,total,A2O2,DEVA,177,1,1,
8/5/2018,Arid,2,total,A2O2,DEVA,178,1,1,
8/5/2018,Arid,2,total,A2O2,DEVA,179,1,1,
8/5/2018,Arid,2,total,A2O2,DEVA,180,1,1,
8/5/2018,Arid,2,total,A2O2,DEVA,181,1,1,
8/5/2018,Arid,2,total,A2O2,DEVA,182,1,1,
8/5/2018,Arid,2,total,A2O2,DEVA,183,1,1,
8/5/2018,Arid,2,total,A2O2,DEVA,184,1,1,
8/5/2018,Arid,2,total,A2O2,DEVA,185,1,1,
8/5/2018,Arid,2,total,A2O2,DEVA,186,1,1,
8/5/2018,Arid,2,total,A2O2,DEVA,187,1,1,
8/5/2018,Arid,2,total,A2O2,DEVA,188,1,1,
8/5/2018,Arid,2,total,A2O2,DEVA,189,1,1,
8/5/2018,Arid,2,total,A2O2,DEVA,190,1,1,
8/5/2018,Arid,2,total,A2O2,DEVA,191,1,1,
8/5/2018,Arid,2,total,A2O2,DEVA,192,1,1,
8/5/2018,Arid,2,total,A2O2,DEVA,193,1,1,
8/5/2018,Arid,2,total,A2O2,DEVA,194,1,1,
8/5/2018,Arid,2,total,A2O2,DEVA,195,1,1,
8/5/2018,Arid,2,total,A2O2,DEVA,196,1,1,
8/5/2018,Arid,2,total,A2O2,DEVA,197,1,1,
8/5/2018,Arid,2,total,A2O2,DEVA,198,1,1,
8/5/2018,Arid,2,total,A2O2,DEVA,199,1,1,
8/5/2018,Arid,2,total,A2O2,DEVA,200,1,1,
8/5/2018,Arid,2,total,A2O3,DEVA,201,0,1,
8/5/2018,Arid,2,total,A2O3,DEVA,202,0,1,
8/5/2018,Arid,2,total,A2O3,DEVA,203,0,1,
8/5/2018,Arid,2,total,A2O3,DEVA,204,0,1,
8/5/2018,Arid,2,total,A2O3,DEVA,205,0,1,
8/5/2018,Arid,2,total,A2O3,DEVA,206,0,1,
8/5/2018,Arid,2,total,A2O3,DEVA,207,0,1,
8/5/2018,Arid,2,total,A2O3,DEVA,208,0,1,
8/5/2018,Arid,2,total,A2O3,DEVA,209,0,1,
8/5/2018,Arid,2,total,A2O3,DEVA,210,0,1,
8/5/2018,Arid,2,total,A2O3,DEVA,211,0,1,
8/5/2018,Arid,2,total,A2O3,DEVA,212,0,1,
8/5/2018,Arid,2,total,A2O3,DEVA,213,0,1,
8/5/2018,Arid,2,total,A2O3,DEVA,214,0,1,
8/5/2018,Arid,2,total,A2O3,DEVA,215,0,1,
8/5/2018,Arid,2,total,A2O3,DEVA,216,0,1,
8/5/2018,Arid,2,total,A2O3,DEVA,217,0,1,
8/5/2018,Arid,2,total,A2O3,DEVA,218,1,1,
8/5/2018,Arid,2,total,A2O3,DEVA,219,1,1,
8/5/2018,Arid,2,total,A2O3,DEVA,220,1,1,
8/5/2018,Arid,2,total,A2O3,DEVA,221,1,1,
8/5/2018,Arid,2,total,A2O3,DEVA,222,1,1,
8/5/2018,Arid,2,total,A2O3,DEVA,223,1,1,
8/5/2018,Arid,2,total,A2O3,DEVA,224,1,1,
8/5/2018,Arid,2,total,A2O3,DEVA,225,1,1,
8/5/2018,Arid,2,total,A2O3,DEVA,226,1,1,
8/5/2018,Arid,2,total,A2O3,DEVA,227,1,1,
8/5/2018,Arid,2,total,A2O3,DEVA,228,1,1,
8/5/2018,Arid,2,total,A2O3,DEVA,229,1,1,
8/5/2018,Arid,2,total,A2O3,DEVA,230,1,1,
8/5/2018,Arid,2,total,A2O3,DEVA,231,1,1,
8/5/2018,Arid,2,total,A2O3,DEVA,232,1,1,
8/5/2018,Arid,2,total,A2O3,DEVA,233,1,1,
8/5/2018,Arid,2,total,A2O3,DEVA,234,1,1,
8/5/2018,Arid,2,total,A2O3,DEVA,235,1,1,
8/5/2018,Arid,2,total,A2O3,DEVA,236,1,1,
8/5/2018,Arid,2,total,A2O3,DEVA,237,1,1,
8/5/2018,Arid,2,total,A2O3,DEVA,238,1,1,
8/5/2018,Arid,2,total,A2O3,DEVA,239,1,1,
8/5/2018,Arid,2,total,A2O3,DEVA,240,1,1,
8/5/2018,Arid,3,total,A3O1,DEVA,241,0,1,
8/5/2018,Arid,3,total,A3O1,DEVA,242,0,1,
8/5/2018,Arid,3,total,A3O1,DEVA,243,0,1,
8/5/2018,Arid,3,total,A3O1,DEVA,244,0,1,
8/5/2018,Arid,3,total,A3O1,DEVA,245,0,1,
8/5/2018,Arid,3,total,A3O1,DEVA,246,0,1,
8/5/2018,Arid,3,total,A3O1,DEVA,247,0,1,
8/5/2018,Arid,3,total,A3O1,DEVA,248,0,1,
8/5/2018,Arid,3,total,A3O1,DEVA,249,0,1,
8/5/2018,Arid,3,total,A3O1,DEVA,250,0,1,
8/5/2018,Arid,3,total,A3O1,DEVA,251,0,1,
8/5/2018,Arid,3,total,A3O1,DEVA,252,0,1,
8/5/2018,Arid,3,total,A3O1,DEVA,253,0,1,
8/5/2018,Arid,3,total,A3O1,DEVA,254,0,1,
8/5/2018,Arid,3,total,A3O1,DEVA,255,0,1,
8/5/2018,Arid,3,total,A3O1,DEVA,256,1,1,
8/5/2018,Arid,3,total,A3O1,DEVA,257,1,1,
8/5/2018,Arid,3,total,A3O1,DEVA,258,1,1,
8/5/2018,Arid,3,total,A3O1,DEVA,259,1,1,
8/5/2018,Arid,3,total,A3O1,DEVA,260,1,1,
8/5/2018,Arid,3,total,A3O1,DEVA,261,1,1,
8/5/2018,Arid,3,total,A3O1,DEVA,262,1,1,
8/5/2018,Arid,3,total,A3O1,DEVA,263,1,1,
8/5/2018,Arid,3,total,A3O1,DEVA,264,1,1,
8/5/2018,Arid,3,total,A3O1,DEVA,265,1,1,
8/5/2018,Arid,3,total,A3O1,DEVA,266,1,1,
8/5/2018,Arid,3,total,A3O1,DEVA,267,1,1,
8/5/2018,Arid,3,total,A3O1,DEVA,268,1,1,
8/5/2018,Arid,3,total,A3O1,DEVA,269,1,1,
8/5/2018,Arid,3,total,A3O1,DEVA,270,1,1,
8/5/2018,Arid,3,total,A3O1,DEVA,271,1,1,
8/5/2018,Arid,3,total,A3O1,DEVA,272,1,1,
8/5/2018,Arid,3,total,A3O1,DEVA,273,1,1,
8/5/2018,Arid,3,total,A3O1,DEVA,274,1,1,
8/5/2018,Arid,3,total,A3O1,DEVA,275,1,1,
8/5/2018,Arid,3,total,A3O1,DEVA,276,1,1,
8/5/2018,Arid,3,total,A3O1,DEVA,277,1,1,
8/5/2018,Arid,3,total,A3O1,DEVA,278,1,1,
8/5/2018,Arid,3,total,A3O1,DEVA,279,1,1,
8/5/2018,Arid,3,total,A3O1,DEVA,280,1,1,
8/5/2018,Arid,3,total,A3O2,DEVA,281,0,1,
8/5/2018,Arid,3,total,A3O2,DEVA,282,0,1,
8/5/2018,Arid,3,total,A3O2,DEVA,283,0,1,
8/5/2018,Arid,3,total,A3O2,DEVA,284,0,1,
8/5/2018,Arid,3,total,A3O2,DEVA,285,0,1,
8/5/2018,Arid,3,total,A3O2,DEVA,286,0,1,
8/5/2018,Arid,3,total,A3O2,DEVA,287,0,1,
8/5/2018,Arid,3,total,A3O2,DEVA,288,0,1,
8/5/2018,Arid,3,total,A3O2,DEVA,289,0,1,
8/5/2018,Arid,3,total,A3O2,DEVA,290,0,1,
8/5/2018,Arid,3,total,A3O2,DEVA,291,0,1,
8/5/2018,Arid,3,total,A3O2,DEVA,292,0,1,
8/5/2018,Arid,3,total,A3O2,DEVA,293,1,1,
8/5/2018,Arid,3,total,A3O2,DEVA,294,1,1,
8/5/2018,Arid,3,total,A3O2,DEVA,295,1,1,
8/5/2018,Arid,3,total,A3O2,DEVA,296,1,1,
8/5/2018,Arid,3,total,A3O2,DEVA,297,1,1,
8/5/2018,Arid,3,total,A3O2,DEVA,298,1,1,
8/5/2018,Arid,3,total,A3O2,DEVA,299,1,1,
8/5/2018,Arid,3,total,A3O2,DEVA,300,1,1,
8/5/2018,Arid,3,total,A3O2,DEVA,301,1,1,
8/5/2018,Arid,3,total,A3O2,DEVA,302,1,1,
8/5/2018,Arid,3,total,A3O2,DEVA,303,1,1,
8/5/2018,Arid,3,total,A3O2,DEVA,304,1,1,
8/5/2018,Arid,3,total,A3O2,DEVA,305,1,1,
8/5/2018,Arid,3,total,A3O2,DEVA,306,1,1,
8/5/2018,Arid,3,total,A3O2,DEVA,307,1,1,
8/5/2018,Arid,3,total,A3O2,DEVA,308,1,1,
8/5/2018,Arid,3,total,A3O2,DEVA,309,1,1,
8/5/2018,Arid,3,total,A3O2,DEVA,310,1,1,
8/5/2018,Arid,3,total,A3O2,DEVA,311,1,1,
8/5/2018,Arid,3,total,A3O2,DEVA,312,1,1,
8/5/2018,Arid,3,total,A3O2,DEVA,313,1,1,
8/5/2018,Arid,3,total,A3O2,DEVA,314,1,1,
8/5/2018,Arid,3,total,A3O2,DEVA,315,1,1,
8/5/2018,Arid,3,total,A3O2,DEVA,316,1,1,
8/5/2018,Arid,3,total,A3O2,DEVA,317,1,1,
8/5/2018,Arid,3,total,A3O2,DEVA,318,1,1,
8/5/2018,Arid,3,total,A3O2,DEVA,319,1,1,
8/5/2018,Arid,3,total,A3O2,DEVA,320,1,1,
8/5/2018,Arid,3,total,A3O3,DEVA,321,0,1,
8/5/2018,Arid,3,total,A3O3,DEVA,322,0,1,
8/5/2018,Arid,3,total,A3O3,DEVA,323,0,1,
8/5/2018,Arid,3,total,A3O3,DEVA,324,0,1,
8/5/2018,Arid,3,total,A3O3,DEVA,325,0,1,
8/5/2018,Arid,3,total,A3O3,DEVA,326,0,1,
8/5/2018,Arid,3,total,A3O3,DEVA,327,0,1,
8/5/2018,Arid,3,total,A3O3,DEVA,328,0,1,
8/5/2018,Arid,3,total,A3O3,DEVA,329,0,1,
8/5/2018,Arid,3,total,A3O3,DEVA,330,0,1,
8/5/2018,Arid,3,total,A3O3,DEVA,331,0,1,
8/5/2018,Arid,3,total,A3O3,DEVA,332,0,1,
8/5/2018,Arid,3,total,A3O3,DEVA,333,0,1,
8/5/2018,Arid,3,total,A3O3,DEVA,334,0,1,
8/5/2018,Arid,3,total,A3O3,DEVA,335,0,1,
8/5/2018,Arid,3,total,A3O3,DEVA,336,0,1,
8/5/2018,Arid,3,total,A3O3,DEVA,337,0,1,
8/5/2018,Arid,3,total,A3O3,DEVA,338,0,1,
8/5/2018,Arid,3,total,A3O3,DEVA,339,0,1,
8/5/2018,Arid,3,total,A3O3,DEVA,340,0,1,
8/5/2018,Arid,3,total,A3O3,DEVA,341,1,1,
8/5/2018,Arid,3,total,A3O3,DEVA,342,1,1,
8/5/2018,Arid,3,total,A3O3,DEVA,343,1,1,
8/5/2018,Arid,3,total,A3O3,DEVA,344,1,1,
8/5/2018,Arid,3,total,A3O3,DEVA,345,1,1,
8/5/2018,Arid,3,total,A3O3,DEVA,346,1,1,
8/5/2018,Arid,3,total,A3O3,DEVA,347,1,1,
8/5/2018,Arid,3,total,A3O3,DEVA,348,1,1,
8/5/2018,Arid,3,total,A3O3,DEVA,349,1,1,
8/5/2018,Arid,3,total,A3O3,DEVA,350,1,1,
8/5/2018,Arid,3,total,A3O3,DEVA,351,1,1,
8/5/2018,Arid,3,total,A3O3,DEVA,352,1,1,
8/5/2018,Arid,3,total,A3O3,DEVA,353,1,1,
8/5/2018,Arid,3,total,A3O3,DEVA,354,1,1,
8/5/2018,Arid,3,total,A3O3,DEVA,355,1,1,
8/5/2018,Arid,3,total,A3O3,DEVA,356,1,1,
8/5/2018,Arid,3,total,A3O3,DEVA,357,1,1,
8/5/2018,Arid,3,total,A3O3,DEVA,358,1,1,
8/5/2018,Arid,3,total,A3O3,DEVA,359,1,1,
8/5/2018,Arid,3,total,A3O3,DEVA,360,1,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,361,0,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,362,0,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,363,0,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,364,0,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,365,0,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,366,0,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,367,0,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,368,0,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,369,0,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,370,0,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,371,0,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,372,0,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,373,0,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,374,0,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,375,0,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,376,0,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,377,1,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,378,1,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,379,1,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,380,1,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,381,1,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,382,1,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,383,1,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,384,1,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,385,1,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,386,1,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,387,1,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,388,1,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,389,1,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,390,1,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,391,1,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,392,1,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,393,1,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,394,1,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,395,1,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,396,1,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,397,1,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,398,1,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,399,1,1,
8/5/2018,Arid,1,partial,A1W1,DEVA,400,1,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,401,0,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,402,0,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,403,0,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,404,0,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,405,0,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,406,0,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,407,0,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,408,0,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,409,0,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,410,0,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,411,0,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,412,0,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,413,0,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,414,0,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,415,0,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,416,0,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,417,0,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,418,0,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,419,0,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,420,1,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,421,1,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,422,1,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,423,1,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,424,1,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,425,1,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,426,1,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,427,1,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,428,1,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,429,1,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,430,1,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,431,1,1,
8/5/2018,Arid,1,partial,A1W2,DEVA,432,1,1,
