Date,Survey_ID,Climate_Level,Treatment,Block,Plot_ID,Temp
10/21/18,22,Intermediate,Total,2,INT2,30.16053
10/23/18,23,Intermediate,Total,2,INT2,21.81
11/3/18,24,Intermediate,Total,2,INT2,15.16646
7/15/18,1,Intermediate,Total,3,INT3,38.45306
7/19/18,2,Intermediate,Total,3,INT3,44.11753
7/22/18,3,Intermediate,Total,3,INT3,41.49833
7/29/18,4,Intermediate,Total,3,INT3,39.982
7/31/18,5,Intermediate,Total,3,INT3,45.021
8/6/18,6,Intermediate,Total,3,INT3,42.97293
8/9/18,7,Intermediate,Total,3,INT3,43.13666
8/12/18,8,Intermediate,Total,3,INT3,45.25426
8/19/18,9,Intermediate,Total,3,INT3,45.16786
8/22/18,10,Intermediate,Total,3,INT3,42.2614
8/26/18,11,Intermediate,Total,3,INT3,41.42946
9/1/18,12,Intermediate,Total,3,INT3,43.12393
9/3/18,13,Intermediate,Total,3,INT3,41.63093
9/11/18,14,Intermediate,Total,3,INT3,36.7276
9/16/18,15,Intermediate,Total,3,INT3,37.23293
9/21/18,16,Intermediate,Total,3,INT3,38.33953
9/25/18,17,Intermediate,Total,3,INT3,38.15593
9/29/18,18,Intermediate,Total,3,INT3,34.93133
10/4/18,19,Intermediate,Total,3,INT3,38.79606
10/7/18,20,Intermediate,Total,3,INT3,29.60186
10/18/18,21,Intermediate,Total,3,INT3,26.87053
10/21/18,22,Intermediate,Total,3,INT3,29.24473
10/23/18,23,Intermediate,Total,3,INT3,20.15346
11/3/18,24,Intermediate,Total,3,INT3,14.40326
7/15/18,1,Intermediate,Partial,1,INP1,32.70246
7/19/18,2,Intermediate,Partial,1,INP1,38.63653
7/22/18,3,Intermediate,Partial,1,INP1,36.7438
7/29/18,4,Intermediate,Partial,1,INP1,34.43866
7/31/18,5,Intermediate,Partial,1,INP1,39.7606
8/6/18,6,Intermediate,Partial,1,INP1,36.60253
8/9/18,7,Intermediate,Partial,1,INP1,37.0984
8/12/18,8,Intermediate,Partial,1,INP1,40.8118
8/19/18,9,Intermediate,Partial,1,INP1,40.98113
8/22/18,10,Intermediate,Partial,1,INP1,36.99626
8/26/18,11,Intermediate,Partial,1,INP1,36.03393
9/1/18,12,Intermediate,Partial,1,INP1,38.083
9/3/18,13,Intermediate,Partial,1,INP1,36.18313
9/11/18,14,Intermediate,Partial,1,INP1,32.78606
9/16/18,15,Intermediate,Partial,1,INP1,32.5328
9/21/18,16,Intermediate,Partial,1,INP1,33.67746
9/25/18,17,Intermediate,Partial,1,INP1,33.45193
9/29/18,18,Intermediate,Partial,1,INP1,32.25566
10/4/18,19,Intermediate,Partial,1,INP1,34.5948
10/7/18,20,Intermediate,Partial,1,INP1,27.01866
10/18/18,21,Intermediate,Partial,1,INP1,26.90093
10/21/18,22,Intermediate,Partial,1,INP1,28.17413
10/23/18,23,Intermediate,Partial,1,INP1,19.65986
11/3/18,24,Intermediate,Partial,1,INP1,14.49506
7/15/18,1,Intermediate,Partial,2,INP2,42.98386
7/19/18,2,Intermediate,Partial,2,INP2,48.5696
7/22/18,3,Intermediate,Partial,2,INP2,45.30606
7/29/18,4,Intermediate,Partial,2,INP2,42.62833
7/31/18,5,Intermediate,Partial,2,INP2,47.35266
8/6/18,6,Intermediate,Partial,2,INP2,46.46993
8/9/18,7,Intermediate,Partial,2,INP2,46.45613
8/12/18,8,Intermediate,Partial,2,INP2,49.2264
8/19/18,9,Intermediate,Partial,2,INP2,47.99786
8/22/18,10,Intermediate,Partial,2,INP2,44.9474
8/26/18,11,Intermediate,Partial,2,INP2,45.44213
9/1/18,12,Intermediate,Partial,2,INP2,46.77933
9/3/18,13,Intermediate,Partial,2,INP2,44.65826
9/11/18,14,Intermediate,Partial,2,INP2,39.92786
9/16/18,15,Intermediate,Partial,2,INP2,42.38146
9/21/18,16,Intermediate,Partial,2,INP2,42.17426
9/25/18,17,Intermediate,Partial,2,INP2,41.39966
9/29/18,18,Intermediate,Partial,2,INP2,38.541
10/4/18,19,Intermediate,Partial,2,INP2,41.62166
10/7/18,20,Intermediate,Partial,2,INP2,34.6288
10/18/18,21,Intermediate,Partial,2,INP2,32.24066
10/21/18,22,Intermediate,Partial,2,INP2,34.97773
10/23/18,23,Intermediate,Partial,2,INP2,26.7102
11/3/18,24,Intermediate,Partial,2,INP2,18.7014
7/15/18,1,Intermediate,Partial,3,INP3,38.7058
7/19/18,2,Intermediate,Partial,3,INP3,43.19386
7/22/18,3,Intermediate,Partial,3,INP3,42.78153
7/29/18,4,Intermediate,Partial,3,INP3,40.34293
7/31/18,5,Intermediate,Partial,3,INP3,45.56166
8/6/18,6,Intermediate,Partial,3,INP3,43.55413
8/9/18,7,Intermediate,Partial,3,INP3,44.24033
8/12/18,8,Intermediate,Partial,3,INP3,47.69506
8/19/18,9,Intermediate,Partial,3,INP3,46.0108
8/22/18,10,Intermediate,Partial,3,INP3,44.57706
8/26/18,11,Intermediate,Partial,3,INP3,44.0436
9/1/18,12,Intermediate,Partial,3,INP3,46.1176
9/3/18,13,Intermediate,Partial,3,INP3,44.1978
9/11/18,14,Intermediate,Partial,3,INP3,39.89246
9/16/18,15,Intermediate,Partial,3,INP3,42.50613
9/21/18,16,Intermediate,Partial,3,INP3,43.39886
9/25/18,17,Intermediate,Partial,3,INP3,41.95766
9/29/18,18,Intermediate,Partial,3,INP3,40.37893
10/4/18,19,Intermediate,Partial,3,INP3,43.2632
10/7/18,20,Intermediate,Partial,3,INP3,35.82446
10/18/18,21,Intermediate,Partial,3,INP3,34.4346
10/21/18,22,Intermediate,Partial,3,INP3,37.96833
10/23/18,23,Intermediate,Partial,3,INP3,29.5824
11/3/18,24,Intermediate,Partial,3,INP3,24.3944
7/29/18,4,Mesic ,Total,1,MET1,25.47893
7/31/18,5,Mesic ,Total,1,MET1,21.38546
8/6/18,6,Mesic ,Total,1,MET1,20.1796
8/9/18,7,Mesic ,Total,1,MET1,15.53233
8/12/18,8,Mesic ,Total,1,MET1,7.8626
8/19/18,9,Mesic ,Total,1,MET1,19.87253
8/26/18,11,Mesic ,Total,1,MET1,16.81553
9/3/18,13,Mesic ,Total,1,MET1,17.04026
9/11/18,14,Mesic ,Total,1,MET1,6.95493
9/16/18,15,Mesic ,Total,1,MET1,17.13266
9/29/18,18,Mesic ,Total,1,MET1,18.84253
10/4/18,19,Mesic ,Total,1,MET1,20.14506
10/7/18,20,Mesic ,Total,1,MET1,21.72893
10/18/18,21,Mesic ,Total,1,MET1,19.49726
10/21/18,22,Mesic ,Total,1,MET1,23.37666
7/29/18,4,Mesic ,Total,2,MET2,26.09726
7/31/18,5,Mesic ,Total,2,MET2,21.85986
8/6/18,6,Mesic ,Total,2,MET2,20.5944
8/9/18,7,Mesic ,Total,2,MET2,16.28493
8/12/18,8,Mesic ,Total,2,MET2,7.7604
8/19/18,9,Mesic ,Total,2,MET2,20.41433
8/26/18,11,Mesic ,Total,2,MET2,17.21233
9/3/18,13,Mesic ,Total,2,MET2,17.36013
9/11/18,14,Mesic ,Total,2,MET2,6.37413
9/16/18,15,Mesic ,Total,2,MET2,17.34666
9/29/18,18,Mesic ,Total,2,MET2,19.7026
10/4/18,19,Mesic ,Total,2,MET2,20.65753
10/7/18,20,Mesic ,Total,2,MET2,22.16086
10/18/18,21,Mesic ,Total,2,MET2,21.07106
10/21/18,22,Mesic ,Total,2,MET2,23.03185
7/29/18,4,Mesic ,Total,3,MET3,24.99653
7/31/18,5,Mesic ,Total,3,MET3,20.61166
8/6/18,6,Mesic ,Total,3,MET3,19.58173
8/9/18,7,Mesic ,Total,3,MET3,14.81493
8/12/18,8,Mesic ,Total,3,MET3,8.30973
8/19/18,9,Mesic ,Total,3,MET3,19.84006
8/26/18,11,Mesic ,Total,3,MET3,16.57946
9/3/18,13,Mesic ,Total,3,MET3,16.81166
9/11/18,14,Mesic ,Total,3,MET3,7.10686
9/16/18,15,Mesic ,Total,3,MET3,17.76073
9/29/18,18,Mesic ,Total,3,MET3,19.34166
10/4/18,19,Mesic ,Total,3,MET3,19.7178
10/7/18,20,Mesic ,Total,3,MET3,21.2686
10/18/18,21,Mesic ,Total,3,MET3,21.13393
10/21/18,22,Mesic ,Total,3,MET3,21.97893
7/29/18,4,Mesic ,Partial,3,MEP1,26.33037
7/31/18,5,Mesic ,Partial,3,MEP1,21.7498
8/6/18,6,Mesic ,Partial,3,MEP1,20.55433
8/9/18,7,Mesic ,Partial,3,MEP1,16.58053
8/12/18,8,Mesic ,Partial,3,MEP1,14.6996
8/19/18,9,Mesic ,Partial,3,MEP1,21.50326
8/26/18,11,Mesic ,Partial,3,MEP1,18.57946
9/3/18,13,Mesic ,Partial,3,MEP1,19.1932
9/11/18,14,Mesic ,Partial,3,MEP1,10.90273
9/16/18,15,Mesic ,Partial,3,MEP1,20.20473
9/29/18,18,Mesic ,Partial,3,MEP1,22.65693
10/4/18,19,Mesic ,Partial,3,MEP1,24.6044
10/7/18,20,Mesic ,Partial,3,MEP1,27.00826
10/18/18,21,Mesic ,Partial,3,MEP1,25.46913
10/21/18,22,Mesic ,Partial,3,MEP1,24.25742
7/29/18,4,Mesic ,Partial,2,MEP2,25.90706
7/31/18,5,Mesic ,Partial,2,MEP2,21.6708
8/6/18,6,Mesic ,Partial,2,MEP2,20.58626
8/9/18,7,Mesic ,Partial,2,MEP2,15.42326
8/12/18,8,Mesic ,Partial,2,MEP2,14.98833
8/19/18,9,Mesic ,Partial,2,MEP2,20.489
8/26/18,11,Mesic ,Partial,2,MEP2,17.3128
9/3/18,13,Mesic ,Partial,2,MEP2,17.71613
9/11/18,14,Mesic ,Partial,2,MEP2,12.11066
9/16/18,15,Mesic ,Partial,2,MEP2,17.5456
9/29/18,18,Mesic ,Partial,2,MEP2,19.27613
10/4/18,19,Mesic ,Partial,2,MEP2,19.68946
10/7/18,20,Mesic ,Partial,2,MEP2,21.576
10/18/18,21,Mesic ,Partial,2,MEP2,20.24186
10/21/18,22,Mesic ,Partial,2,MEP2,21.08646
7/29/18,4,Mesic ,Partial,3,MEP3,25.89466
7/31/18,5,Mesic ,Partial,3,MEP3,23.43686
8/6/18,6,Mesic ,Partial,3,MEP3,22.5124
8/9/18,7,Mesic ,Partial,3,MEP3,19.82926
8/12/18,8,Mesic ,Partial,3,MEP3,17.85093
8/19/18,9,Mesic ,Partial,3,MEP3,21.20653
8/26/18,11,Mesic ,Partial,3,MEP3,18.5318
9/3/18,13,Mesic ,Partial,3,MEP3,18.0652
9/11/18,14,Mesic ,Partial,3,MEP3,14.63913
9/16/18,15,Mesic ,Partial,3,MEP3,18.38637
9/29/18,18,Mesic ,Partial,3,MEP3,20.1848
10/4/18,19,Mesic ,Partial,3,MEP3,20.14667
10/7/18,20,Mesic ,Partial,3,MEP3,22.24228
10/18/18,21,Mesic ,Partial,3,MEP3,21.20386
10/21/18,22,Mesic ,Partial,3,MEP3,22.30408
7/29/18,4,Mesic ,Open,1,MEO1,27.68513
7/31/18,5,Mesic ,Open,1,MEO1,22.6918
8/6/18,6,Mesic ,Open,1,MEO1,21.2576
8/9/18,7,Mesic ,Open,1,MEO1,19.17613
8/12/18,8,Mesic ,Open,1,MEO1,19.8656
8/19/18,9,Mesic ,Open,1,MEO1,21.73713
8/26/18,11,Mesic ,Open,1,MEO1,18.81553
9/3/18,13,Mesic ,Open,1,MEO1,18.70286
9/11/18,14,Mesic ,Open,1,MEO1,21.40692
9/16/18,15,Mesic ,Open,1,MEO1,20.93053
9/29/18,18,Mesic ,Open,1,MEO1,21.2396
10/4/18,19,Mesic ,Open,1,MEO1,21.93266
10/7/18,20,Mesic ,Open,1,MEO1,23.94733
10/18/18,21,Mesic ,Open,1,MEO1,23.53353
10/21/18,22,Mesic ,Open,1,MEO1,25.20626
7/29/18,4,Mesic ,Open,2,MEO2,27.52686
7/31/18,5,Mesic ,Open,2,MEO2,22.9636
8/6/18,6,Mesic ,Open,2,MEO2,21.25966
8/9/18,7,Mesic ,Open,2,MEO2,19.88833
8/12/18,8,Mesic ,Open,2,MEO2,19.65353
8/19/18,9,Mesic ,Open,2,MEO2,22.523
8/26/18,11,Mesic ,Open,2,MEO2,19.5922
9/3/18,13,Mesic ,Open,2,MEO2,19.71373
9/11/18,14,Mesic ,Open,2,MEO2,20.04983
9/16/18,15,Mesic ,Open,2,MEO2,22.94773
9/29/18,18,Mesic ,Open,2,MEO2,24.266
10/4/18,19,Mesic ,Open,2,MEO2,24.61146
10/7/18,20,Mesic ,Open,2,MEO2,25.7528
10/18/18,21,Mesic ,Open,2,MEO2,25.86393
10/21/18,22,Mesic ,Open,2,MEO2,23.17573
7/29/18,4,Mesic ,Open,3,MEO3,28.81646
7/31/18,5,Mesic ,Open,3,MEO3,24.571
8/6/18,6,Mesic ,Open,3,MEO3,23.3928
8/9/18,7,Mesic ,Open,3,MEO3,22.82746
8/12/18,8,Mesic ,Open,3,MEO3,19.45353
8/19/18,9,Mesic ,Open,3,MEO3,23.95653
8/26/18,11,Mesic ,Open,3,MEO3,21.58646
9/3/18,13,Mesic ,Open,3,MEO3,21.29373
9/11/18,14,Mesic ,Open,3,MEO3,20.50358
9/16/18,15,Mesic ,Open,3,MEO3,19.70493
9/29/18,18,Mesic ,Open,3,MEO3,24.45133
10/4/18,19,Mesic ,Open,3,MEO3,27.107
10/7/18,20,Mesic ,Open,3,MEO3,25.54366
10/18/18,21,Mesic ,Open,3,MEO3,24.99406
10/21/18,22,Mesic ,Open,3,MEO3,22.71013
