site,sampling_date,transect_num,quadrat_num,quadrat_pos,species,size_class,count,primary_substrate,notes,,site,date,transect,quadrat,quad_height,species,total count,quadrat area,density
Ellwood,21-Jun-19,2,10,20.7,Pachygrapsus,25-30,1,cobble pool,,,,,,,,,,,
Ellwood,21-Jun-19,2,10,20.7,Pachygrapsus,10-May,1,cobble pool,,,,,,,,,,,
Ellwood,21-Jun-19,2,10,20.7,Pachygrapsus,15-20,1,cobble pool,,,,,,,,,,,
Ellwood,21-Jun-19,3,1,0,Pachygrapsus,,1,bare bedrock,,,,,,,,,,,
Ellwood,21-Jun-19,3,2,2.3,Pachygrapsus,,1,sand + mussels,,,,,,,,,,,
Ellwood,21-Jun-19,3,2,2.3,Pachygrapsus,,2,sand + mussels,,,,,,,,,,,
Ellwood,21-Jun-19,3,3,4.6,Pachygrapsus,,1,pool,,,,,,,,,,,
Ellwood,21-Jun-19,3,3,4.6,Pachygrapsus,,2,pool,,,,,,,,,,,
Ellwood,21-Jun-19,3,3,4.6,Pachygrapsus,,1,pool,,,,,,,,,,,
Ellwood,21-Jun-19,3,4,6.9,Pachygrapsus,,1,pool,,,,,,,,,,,
Ellwood,21-Jun-19,3,4,6.9,Pachygrapsus,,1,pool,,,,,,,,,,,
Ellwood,21-Jun-19,3,5,9.2,Pachygrapsus,,1,bedrock,,,,,,,,,,,
Ellwood,21-Jun-19,3,5,9.2,Pachygrapsus,,2,bedrock,,,,,,,,,,,
Ellwood,21-Jun-19,3,5,9.2,Pachygrapsus,,1,bedrock,,,,,,,,,,,
Ellwood,21-Jun-19,3,6,11.5,Pachygrapsus,,1,bedrock,,,,,,,,,,,
Ellwood,21-Jun-19,3,7,13.8,Pachygrapsus,,1,bedrock,,,,,,,,,,,
Ellwood,21-Jun-19,3,8,16.1,0,0,0,cobble,,,,,,,,,,,
Ellwood,21-Jun-19,3,9,18.4,Pachygrapsus,,1,cobble,,,,,,,,,,,
Ellwood,21-Jun-19,3,9,18.4,Pachygrapsus,,1,cobble,,,,,,,,,,,
Ellwood,21-Jun-19,3,10,20.7,0,0,0,gravel,,,,,,,,,,,
Ellwood,21-Jun-19,4,0,0,Pachygrapsus,10-May,1,mussels,,,,,,,,,,,
Ellwood,21-Jun-19,4,0,0,Pachygrapsus,0-5,3,mussels,,,,,,,,,,,
Ellwood,21-Jun-19,4,1,2.2,0,0,0,sand,,,,,,,,,,,
Ellwood,21-Jun-19,4,2,4.4,0,0,0,sand,,,,,,,,,,,
Ellwood,21-Jun-19,4,3,6.6,Pachygrapsus,0-5,2,mussels,,,,,,,,,,,
Ellwood,21-Jun-19,4,4,8.8,Pachygrapsus,0-5,1,rock,,,,,,,,,,,
Ellwood,21-Jun-19,4,4,8.8,Pachygrapsus,15-Oct,1,rock,,,,,,,,,,,
Ellwood,21-Jun-19,4,5,11,0,0,0,rock,,,,,,,,,,,
Ellwood,21-Jun-19,4,6,13.2,0,0,0,rock slab,,,,,,,,,,,
Ellwood,21-Jun-19,4,7,15.4,0,0,0,rock rubble,,,,,,,,,,,
Ellwood,21-Jun-19,4,8,17.6,0,0,0,rock slab,,,,,,,,,,,
Ellwood,21-Jun-19,4,9,19.8,0,0,0,rock slab,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,1,0,0,Pachygrapsus,15-Oct,1,mussel bed,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,1,0,0,Pachygrapsus,20-25,1,sand,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,1,0,0,Pachygrapsus,15-20,2,sand,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,1,1,1.7,Pachygrapsus,20-25,3,mussel bed,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,1,1,1.7,Pachygrapsus,10-May,2,mussel bed,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,1,1,1.7,Pachygrapsus,15-20,2,mussel bed,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,1,2,3.4,0,0,0,algae,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,1,3,5.1,Pachygrapsus,30-35,2,mussel bed,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,1,3,5.1,Pachygrapsus,10-May,3,mussel bed,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,1,3,5.1,Pachygrapsus,20-25,2,mussel bed,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,1,3,5.1,Pachygrapsus,15-Oct,1,mussel bed,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,1,3,5.1,Porcelain crab,0-5,10,mussel bed,,,,,,,,,,,
Arroyo Hondo,30-Jun-19,1,3,5.1,Pachygrapsus,0-5,2,mussel bed,,,,,,,,,,,
