plotID,Date,mean_temp,mean_humid
INT3,9/16/18,37.23293,36.02666667
INT3,9/29/18,34.93133,34.51333333
INT3,10/7/18,29.60186,31.84
INT3,10/21/18,29.24473,32
MEO1,7/29/18,27.68513,60.32
MEO1,8/6/18,21.2576,58.98666667
MEO1,8/12/18,19.8656,57.10666667
MEO1,8/19/18,21.73713,56.38
MEO1,8/26/18,18.81553,54.26666667
MEO1,9/3/18,18.70286,51.02
MEO1,9/11/18,21.40692,49.84666667
MEO1,9/16/18,20.93053,47.88666667
MEO1,9/29/18,21.2396,46.53333333
MEO1,10/7/18,23.94733,44.21433333
MEO1,10/21/18,25.20626,42.56233333
MEO2,7/29/18,27.52686,52.39233333
MEO2,8/6/18,21.25966,50.41166667
MEO2,8/12/18,19.65353,43.25533333
MEO2,8/19/18,22.523,41.68833333
MEO2,8/26/18,19.5922,42.244
MEO2,9/3/18,19.71373,49.04866667
MEO2,9/11/18,20.04983,48.14066667
MEO2,9/16/18,22.94773,47.94966667
MEO2,9/29/18,24.266,46.94933333
MEO2,10/7/18,25.7528,46.105
MEO2,10/21/18,23.17573,43.134
MEO3,7/29/18,28.81646,46.96
MEO3,8/6/18,23.3928,46.39333333
MEO3,8/12/18,19.45353,43.58666667
MEO3,8/19/18,23.95653,43.54
MEO3,8/26/18,21.58646,47.42666667
MEO3,9/3/18,21.29373,48.21033333
MEO3,9/11/18,20.50358,47.33066667
MEO3,9/16/18,19.70493,42.96933333
MEO3,9/29/18,24.45133,41.16933333
MEO3,10/7/18,25.54366,38.22166667
MEO3,10/21/18,22.71013,35.18
MEP1,7/29/18,26.33037,54.3
MEP1,8/6/18,20.55433,54.82
MEP1,8/12/18,14.6996,61.33333333
MEP1,8/19/18,21.50326,63.55333333
MEP1,8/26/18,18.57946,62.48
MEP1,9/3/18,19.1932,62.59333333
MEP1,9/11/18,10.90273,62.69333333
MEP1,9/16/18,20.20473,61.25333333
MEP1,9/29/18,22.65693,60.02433333
MEP1,10/7/18,27.00826,57.80533333
MEP1,10/21/18,24.25742,47.97833333
MEP2,7/29/18,25.90706,44.48
MEP2,8/6/18,20.58626,47.35333333
MEP2,8/12/18,14.98833,49.70666667
MEP2,8/19/18,20.489,47.76666667
MEP2,8/26/18,17.3128,55.43333333
MEP2,9/3/18,17.71613,54.93333333
MEP2,9/11/18,12.11066,49.6
MEP2,9/16/18,17.5456,47.54666667
MEP2,9/29/18,19.27613,48.28
MEP2,10/7/18,21.576,49.96
MEP2,10/21/18,21.08646,50.20166667
MEP3,7/29/18,25.89466,64.59633333
MEP3,8/6/18,22.5124,63.65733333
MEP3,8/12/18,17.85093,60.24433333
MEP3,8/19/18,21.20653,58.04533333
MEP3,8/26/18,18.5318,60.439
MEP3,9/3/18,18.0652,62.84366667
MEP3,9/11/18,14.63913,67.22366667
MEP3,9/16/18,18.38637,69.80366667
MEP3,9/29/18,20.1848,66.99533333
MEP3,10/7/18,22.24228,54.74133333
MEP3,10/21/18,22.30408,52.859
MET1,7/29/18,25.47893,48.49333333
MET1,8/6/18,20.1796,50.65333333
MET1,8/12/18,7.8626,52.06
MET1,8/19/18,19.87253,53.54
MET1,8/26/18,16.81553,56.05333333
MET1,9/3/18,17.04026,57.37333333
MET1,9/11/18,6.95493,60.59333333
MET1,9/16/18,17.13266,61.33333333
MET1,9/29/18,18.84253,65.38666667
MET1,10/7/18,21.72893,68.56666667
MET1,10/21/18,23.37666,70.8
MET2,7/29/18,26.09726,62.6
MET2,8/6/18,20.5944,61.72
MET2,8/12/18,7.7604,59.48666667
MET2,8/19/18,20.41433,56.53333333
MET2,8/26/18,17.21233,52.05333333
MET2,9/3/18,17.36013,48.96666667
MET2,9/11/18,6.37413,46.37333333
MET2,9/16/18,17.34666,42.92666667
MET2,9/29/18,19.7026,41.74666667
MET2,10/7/18,22.16086,40.93333333
MET2,10/21/18,23.03185,41.13266667
MET3,7/29/18,24.99653,62.54133333
MET3,8/6/18,19.58173,64.93966667
MET3,8/12/18,8.30973,63.62233333
MET3,8/19/18,19.84006,62.42233333
MET3,8/26/18,16.57946,64.42066667
MET3,9/3/18,16.81166,64.56733333
MET3,9/11/18,7.10686,61.566
MET3,9/16/18,17.76073,66.00433333
MET3,9/29/18,19.34166,66.74366667
MET3,10/7/18,21.2686,63.724
MET3,10/21/18,21.97893,54.671
