plotID,climate,block,exclosure,species,date_start,date_alive,death_t_f,days_elpsd,excl_ranked,Temp,mean_humid
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/5/18,1,8,3,48.51106,20.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,DEVA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,DEVA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,DEVA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,DEVA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,IXPA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,IXPA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,IXPA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,DEVA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,DEVA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,DEVA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,DEVA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,DEVA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,DEVA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,DEVA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,IXPA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,IXPA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,IXPA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,IXPA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,IXPA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,IXPA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,DEVA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,DEVA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,DEVA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,DEVA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,DEVA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,IXPA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,IXPA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,IXPA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,IXPA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,IXPA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,IXPA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,IXPA,7/28/18,8/12/18,1,15,3,44.16153,18.83666667
ARO1,AR,1,O,DEVA,7/28/18,8/19/18,1,22,3,45.81813,16.32666667
ARO1,AR,1,O,DEVA,7/28/18,8/19/18,1,22,3,45.81813,16.32666667
ARO1,AR,1,O,IXPA,7/28/18,8/19/18,1,22,3,45.81813,16.32666667
ARO1,AR,1,O,IXPA,7/28/18,8/19/18,1,22,3,45.81813,16.32666667
ARO1,AR,1,O,IXPA,7/28/18,8/19/18,1,22,3,45.81813,16.32666667
ARO1,AR,1,O,IXPA,7/28/18,8/19/18,1,22,3,45.81813,16.32666667
ARO1,AR,1,O,DEVA,7/28/18,8/19/18,1,22,3,45.81813,16.32666667
ARO1,AR,1,O,DEVA,7/28/18,8/19/18,1,22,3,45.81813,16.32666667
ARO1,AR,1,O,IXPA,7/28/18,8/19/18,1,22,3,45.81813,16.32666667
ARO1,AR,1,O,IXPA,7/28/18,8/19/18,1,22,3,45.81813,16.32666667
ARO1,AR,1,O,IXPA,7/28/18,8/19/18,1,22,3,45.81813,16.32666667
ARO1,AR,1,O,IXPA,7/28/18,8/19/18,1,22,3,45.81813,16.32666667
ARO1,AR,1,O,IXPA,7/28/18,8/19/18,1,22,3,45.81813,16.32666667
ARO1,AR,1,O,IXPA,7/28/18,8/19/18,1,22,3,45.81813,16.32666667
ARO1,AR,1,O,IXPA,7/28/18,8/19/18,1,22,3,45.81813,16.32666667
ARO1,AR,1,O,IXPA,7/28/18,8/19/18,1,22,3,45.81813,16.32666667
ARO1,AR,1,O,IXPA,7/28/18,8/19/18,1,22,3,45.81813,16.32666667
ARO1,AR,1,O,DEVA,7/28/18,8/19/18,1,22,3,45.81813,16.32666667
ARO1,AR,1,O,DEVA,7/28/18,8/19/18,1,22,3,45.81813,16.32666667
ARO1,AR,1,O,DEVA,7/28/18,8/19/18,1,22,3,45.81813,16.32666667
ARO1,AR,1,O,DEVA,7/28/18,8/19/18,1,22,3,45.81813,16.32666667
ARO1,AR,1,O,IXPA,7/28/18,8/19/18,1,22,3,45.81813,16.32666667
ARO1,AR,1,O,IXPA,7/28/18,8/19/18,1,22,3,45.81813,16.32666667
ARO1,AR,1,O,IXPA,7/28/18,8/19/18,1,22,3,45.81813,16.32666667
ARO1,AR,1,O,IXPA,7/28/18,8/19/18,1,22,3,45.81813,16.32666667
ARO1,AR,1,O,DEVA,7/28/18,8/26/18,1,29,3,42.95866,15.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/26/18,1,29,3,42.95866,15.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/26/18,1,29,3,42.95866,15.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/26/18,1,29,3,42.95866,15.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/26/18,1,29,3,42.95866,15.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/26/18,1,29,3,42.95866,15.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/26/18,1,29,3,42.95866,15.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/26/18,1,29,3,42.95866,15.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/26/18,1,29,3,42.95866,15.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/26/18,1,29,3,42.95866,15.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/26/18,1,29,3,42.95866,15.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/26/18,1,29,3,42.95866,15.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/26/18,1,29,3,42.95866,15.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/26/18,1,29,3,42.95866,15.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/26/18,1,29,3,42.95866,15.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/26/18,1,29,3,42.95866,15.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/26/18,1,29,3,42.95866,15.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/26/18,1,29,3,42.95866,15.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/26/18,1,29,3,42.95866,15.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/26/18,1,29,3,42.95866,15.30666667
ARO1,AR,1,O,DEVA,7/28/18,8/26/18,1,29,3,42.95866,15.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/26/18,1,29,3,42.95866,15.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/26/18,1,29,3,42.95866,15.30666667
ARO1,AR,1,O,IXPA,7/28/18,8/26/18,1,29,3,42.95866,15.30666667
ARO1,AR,1,O,DEVA,7/28/18,9/2/18,1,36,3,43.89573,11.16333333
ARO1,AR,1,O,DEVA,7/28/18,9/2/18,1,36,3,43.89573,11.16333333
ARO1,AR,1,O,DEVA,7/28/18,9/2/18,1,36,3,43.89573,11.16333333
ARO1,AR,1,O,DEVA,7/28/18,9/2/18,1,36,3,43.89573,11.16333333
ARO1,AR,1,O,DEVA,7/28/18,9/2/18,1,36,3,43.89573,11.16333333
ARO1,AR,1,O,DEVA,7/28/18,9/2/18,1,36,3,43.89573,11.16333333
ARO1,AR,1,O,DEVA,7/28/18,9/2/18,1,36,3,43.89573,11.16333333
ARO1,AR,1,O,DEVA,7/28/18,9/2/18,1,36,3,43.89573,11.16333333
ARO1,AR,1,O,DEVA,7/28/18,9/2/18,1,36,3,43.89573,11.16333333
ARO1,AR,1,O,DEVA,7/28/18,9/2/18,1,36,3,43.89573,11.16333333
ARO1,AR,1,O,IXPA,7/28/18,9/2/18,1,36,3,43.89573,11.16333333
ARO1,AR,1,O,IXPA,7/28/18,9/2/18,1,36,3,43.89573,11.16333333
ARO1,AR,1,O,IXPA,7/28/18,9/2/18,1,36,3,43.89573,11.16333333
ARO1,AR,1,O,IXPA,7/28/18,9/2/18,1,36,3,43.89573,11.16333333
ARO1,AR,1,O,DEVA,7/28/18,9/2/18,1,36,3,43.89573,11.16333333
ARO1,AR,1,O,DEVA,7/28/18,9/2/18,1,36,3,43.89573,11.16333333
ARO1,AR,1,O,DEVA,7/28/18,9/2/18,1,36,3,43.89573,11.16333333
ARO1,AR,1,O,DEVA,7/28/18,9/2/18,1,36,3,43.89573,11.16333333
ARO1,AR,1,O,DEVA,7/28/18,9/2/18,1,36,3,43.89573,11.16333333
ARO1,AR,1,O,DEVA,7/28/18,9/2/18,1,36,3,43.89573,11.16333333
ARO1,AR,1,O,DEVA,7/28/18,9/2/18,1,36,3,43.89573,11.16333333
ARO1,AR,1,O,DEVA,7/28/18,9/2/18,1,36,3,43.89573,11.16333333
ARO1,AR,1,O,DEVA,7/28/18,9/2/18,1,36,3,43.89573,11.16333333
ARO1,AR,1,O,DEVA,7/28/18,9/2/18,1,36,3,43.89573,11.16333333
ARO1,AR,1,O,DEVA,7/28/18,9/16/18,1,50,3,43.69946,9.226666667
ARO1,AR,1,O,DEVA,7/28/18,9/30/18,1,64,3,33.01073,9.55
ARO1,AR,1,O,DEVA,7/28/18,9/30/18,1,64,3,33.01073,9.55
ARO1,AR,1,O,DEVA,7/28/18,9/30/18,1,64,3,33.01073,9.55
ARO1,AR,1,O,DEVA,7/28/18,9/30/18,1,64,3,33.01073,9.55
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,DEVA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
ARO2,AR,2,O,IXPA,7/28/18,8/5/18,1,8,3,50.462,18.15333333
